# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638219.74503 14947.927084 -19119.488804 -18687.670874 -0.714325 0.278859 0.588414 0.256410 0.0007902192 -0.0001526333 0.0005284984 0.0022521078 0.0008896549 0.0039629347 384880.1981197903 308298.2368521390 -101615.9118921603 272896.1001525764 -11966.4687056944 278367.8983358717
1403638219.79503 14966.823657 -19143.921564 -18724.121911 -0.710163 0.281921 0.592022 0.256316 0.0007965035 -0.0001309221 0.0005613649 0.0022648975 0.0008937394 0.0039506125 386070.1761662334 309369.2121991580 -101866.4873017340 273792.0792827492 -12207.4657476592 279286.0289120382
1403638219.84503 14985.728322 -19168.361685 -18760.617749 -0.705604 0.284789 0.596073 0.256349 0.0008051800 -0.0001078719 0.0005980311 0.0022771741 0.0008972139 0.0039363637 387263.0342933214 310443.0686913611 -102117.2576812569 274690.6866034718 -12449.7336864966 280206.2392169837
1403638219.89503 15004.640992 -19192.809351 -18797.158904 -0.701796 0.287834 0.599222 0.256060 0.0008118840 -0.0000872650 0.0006266004 0.0022888542 0.0008998367 0.0039246442 388458.7956196666 311519.8285681966 -102368.2243481591 275591.9386370452 -12693.2900921017 281128.5370445735
1403638219.94503 15023.561324 -19217.264490 -18833.745426 -0.697961 0.290480 0.602536 0.255778 0.0008199878 -0.0000671203 0.0006559904 0.0022991494 0.0009014256 0.0039128717 389657.4644469144 312599.4916925866 -102619.3888921309 276495.8330422569 -12938.1441486730 282052.9155241438
1403638219.99503 15042.489358 -19241.727381 -18870.377486 -0.694471 0.292610 0.605490 0.255875 0.0008283884 -0.0000495931 0.0006824586 0.0023088794 0.0009035102 0.0039013335 390859.0616305703 313682.0757091817 -102870.7556221758 277402.3836598230 -13184.3080301031 282979.3932197604
1403638220.04503 15061.424767 -19266.198071 -18907.055451 -0.691680 0.293130 0.608219 0.256366 0.0008374378 -0.0000379914 0.0007054539 0.0023152080 0.0009049349 0.0038925091 392063.6013326577 314767.5901493507 -103122.3271419828 278311.5947029334 -13431.7970666856 283907.9664122752
1403638220.09503 15080.367571 -19290.676483 -18943.779788 -0.689940 0.292448 0.610099 0.257363 0.0008448225 -0.0000332407 0.0007206020 0.0023198039 0.0009072832 0.0038870534 393271.1064817434 315856.0702256378 -103374.0938505879 279223.4975588603 -13680.6339747748 284838.6413744951
1403638220.14503 15099.317747 -19315.162877 -18980.551749 -0.689654 0.288618 0.611332 0.259518 0.0008522972 -0.0000409050 0.0007281794 0.0023191354 0.0009105598 0.0038867473 394481.6245782266 316947.5717181590 -103626.0513932152 280138.1353861113 -13930.8567365803 285771.4314061805
1403638220.19503 15118.275576 -19339.657174 -19017.373119 -0.690988 0.282161 0.611620 0.262377 0.0008583768 -0.0000603592 0.0007255670 0.0023130258 0.0009141454 0.0038932629 395695.2089691214 318042.1786565437 -103878.1760796699 281055.5830772191 -14182.5116220278 286706.3408551658
1403638220.24503 15137.241708 -19364.159300 -19054.243479 -0.693910 0.272948 0.610798 0.266296 0.0008639999 -0.0000919406 0.0007122338 0.0023013230 0.0009189100 0.0039058149 396911.8517099332 319139.8911781311 -104130.4598443373 281975.8563962387 -14435.5810825056 287643.3814308266
1403638220.29503 15156.216632 -19388.668970 -19091.162113 -0.695314 0.264670 0.611199 0.270045 0.0008742557 -0.0001153781 0.0007104789 0.0022910145 0.0009233366 0.0039123249 398131.5245453120 320240.6846822284 -104382.8950730204 282898.9517643616 -14690.0343789721 288582.5469744913
1403638220.34503 15175.200899 -19413.185690 -19128.129742 -0.696968 0.258942 0.610612 0.272649 0.0008789160 -0.0001345086 0.0007015967 0.0022845515 0.0009273433 0.0039205729 399354.2426964677 321344.6095163559 -104635.4507962363 283824.9276832726 -14945.8868225450 289523.8317918467
1403638220.39503 15194.194986 -19437.709624 -19165.145463 -0.697859 0.254636 0.610690 0.274247 0.0008836171 -0.0001471327 0.0006980662 0.0022795333 0.0009292206 0.0039273310 400579.9895030553 322451.6401766189 -104888.1330777541 284753.7740364886 -15203.1098683759 290467.2534832401
1403638220.44503 15213.198553 -19462.240106 -19202.208946 -0.697629 0.252582 0.611247 0.275487 0.0008880004 -0.0001511378 0.0007008662 0.0022805538 0.0009324261 0.0039283610 401808.7363981131 323561.7517674137 -105140.9309378944 285685.4772859845 -15461.6930616310 291412.7730836649
1403638220.49503 15232.211333 -19486.777142 -19239.321103 -0.698034 0.250113 0.611337 0.276513 0.0008908736 -0.0001582351 0.0006986985 0.0022795289 0.0009345538 0.0039329421 403040.5155854746 324674.9834949038 -105393.8383334493 286620.0672275037 -15721.6691592365 292360.3887673274
1403638220.54503 15251.233461 -19511.320502 -19276.481262 -0.697661 0.250423 0.611722 0.276322 0.0008908102 -0.0001564449 0.0006999816 0.0022840410 0.0009356945 0.0039349243 404275.3016636919 325791.3063811692 -105646.8534611858 287557.5299885483 -15983.0142512295 293310.0903142950
1403638220.59503 15270.264016 -19535.869556 -19313.688164 -0.697678 0.248918 0.612185 0.276612 0.0008930062 -0.0001596530 0.0007005858 0.0022841442 0.0009362829 0.0039390541 405513.0475729043 326910.6568558260 -105899.9813000819 288497.8105005547 -16245.7100014958 294261.8358922119
1403638220.64503 15289.302796 -19560.424087 -19350.941036 -0.697270 0.248359 0.612951 0.276448 0.0008947662 -0.0001591109 0.0007039946 0.0022861040 0.0009363345 0.0039417609 406753.7247212610 328032.9947469071 -106153.2261689257 289440.8797644826 -16509.7345990374 295215.6089399330
1403638220.69503 15308.349650 -19584.983956 -19388.239475 -0.697127 0.247593 0.613436 0.276418 0.0008960070 -0.0001601542 0.0007050602 0.0022876874 0.0009366978 0.0039453635 407997.3216299265 329158.3032055496 -106406.5892821886 290386.7267772327 -16775.0807550548 296171.4016631026
1403638220.74503 15327.404504 -19609.549231 -19425.583301 -0.696034 0.247572 0.614850 0.276050 0.0008991522 -0.0001556814 0.0007142311 0.0022909956 0.0009364733 0.0039453293 409243.8411668524 330286.5797773792 -106660.0740696819 291335.3506643951 -17041.7494874466 297129.2189970677
1403638220.79503 15346.467605 -19634.120087 -19462.972867 -0.695200 0.247514 0.615875 0.275920 0.0009015269 -0.0001525963 0.0007206150 0.0022947112 0.0009371637 0.0039456506 410493.3018238778 331417.8464312563 -106913.6781739512 292286.7742958253 -17309.7490010649 298089.0741960424
1403638220.84503 15365.538477 -19658.696208 -19500.407955 -0.694746 0.247983 0.616424 0.275415 0.0009013761 -0.0001498655 0.0007228217 0.0022989366 0.0009373169 0.0039479854 411745.6981631018 332552.0968442955 -107167.3987271054 293240.9913390024 -17579.0874713001 299050.9506530480
1403638220.89503 15384.617147 -19683.277698 -19537.888517 -0.693998 0.246698 0.617655 0.275698 0.0009059727 -0.0001495598 0.0007302642 0.0022999599 0.0009379068 0.0039487681 413001.0343802724 333689.3306288005 -107421.2385150589 294198.0040374427 -17849.7643221226 300014.8535357728
1403638220.94503 15403.703635 -19707.864329 -19575.414560 -0.692444 0.247181 0.619400 0.275259 0.0009099980 -0.0001422748 0.0007428293 0.0023047456 0.0009378502 0.0039463429 414259.3073242789 334829.5500856774 -107675.1898550954 295157.8207194239 -18121.7792243416 300980.7733250451
1403638220.99503 15422.797929 -19732.456205 -19612.986496 -0.691364 0.246385 0.620733 0.275681 0.0009150072 -0.0001399458 0.0007521285 0.0023077292 0.0009394663 0.0039447235 415520.5384462734 335972.7797796054 -107929.2504033092 296120.4627685206 -18395.1491966540 301948.7179176848
1403638221.04503 15441.900301 -19757.053334 -19650.604970 -0.690619 0.245776 0.621653 0.276020 0.0009183598 -0.0001386146 0.0007579757 0.0023109635 0.0009411727 0.0039444956 416784.7488007488 337119.0523350604 -108183.4099902065 297085.9643925851 -18669.8874845185 302918.6921371894
1403638221.09503 15461.010785 -19781.655750 -19688.269699 -0.689662 0.245163 0.622962 0.276006 0.0009224947 -0.0001360665 0.0007663603 0.0023133430 0.0009414678 0.0039443323 418051.9445612094 338268.3742593207 -108437.6683400205 298054.3339584626 -18945.9986439559 303890.7084806689
1403638221.14503 15480.129709 -19806.263726 -19725.982255 -0.688689 0.243920 0.624277 0.276566 0.0009281108 -0.0001350804 0.0007752301 0.0023153128 0.0009430767 0.0039430819 419322.1846475562 339420.8239138927 -108692.0123494551 299025.6402220493 -19223.5255687614 304864.7875912846
1403638221.19503 15499.257428 -19830.877485 -19763.743403 -0.687026 0.243411 0.626096 0.277038 0.0009350608 -0.0001299084 0.0007891607 0.0023195133 0.0009449994 0.0039382464 420595.5064588208 340576.4509101425 -108946.4339760084 299999.9299050177 -19502.4920919783 305840.9516882403
1403638221.24503 15518.394004 -19855.497019 -19801.553888 -0.685617 0.242789 0.627684 0.277481 0.0009412875 -0.0001259574 0.0008009095 0.0023232163 0.0009467692 0.0039346103 421871.9380227955 341735.2947821059 -109200.9232205894 300977.2398744953 -19782.9221123508 306819.2044477204
1403638221.29503 15537.539426 -19880.122390 -19839.413607 -0.683553 0.243156 0.629708 0.277666 0.0009482847 -0.0001173490 0.0008170959 0.0023294417 0.0009484619 0.0039276622 423151.4811840664 342897.3521250768 -109455.4826975334 301957.5703507065 -20064.8140129911 307799.5482334663
1403638221.34503 15556.693517 -19904.753630 -19877.321579 -0.681829 0.242921 0.631547 0.277934 0.0009552209 -0.0001112716 0.0008310885 0.0023339503 0.0009498335 0.0039224655 424434.1218048341 344062.5956106595 -109710.1220279752 302940.8991874647 -20348.1565439441 308781.9916810865
1403638221.39503 15575.855632 -19929.390291 -19915.277891 -0.679984 0.243808 0.633324 0.277632 0.0009604112 -0.0001022127 0.0008448103 0.0023403338 0.0009503201 0.0039171228 425719.8474374757 345231.0091971085 -109964.8373594978 303927.2121317023 -20632.9543371388 309766.4957537864
1403638221.44503 15595.025334 -19954.032067 -19953.281524 -0.678556 0.244327 0.634685 0.277563 0.0009646592 -0.0000957164 0.0008550136 0.0023460901 0.0009514136 0.0039133355 427008.6215129563 346402.5408072959 -110219.6355191142 304916.4672274544 -20919.1841849262 310753.0369831957
1403638221.49503 15614.202333 -19978.678835 -19991.331543 -0.677280 0.245012 0.635837 0.277440 0.0009679448 -0.0000894853 0.0008635607 0.0023521422 0.0009525569 0.0039102012 428300.4168998132 347577.1475077799 -110474.5256272244 305908.6296851729 -21206.8260767875 311741.6050904677
1403638221.54503 15633.386313 -20003.330755 -20029.427797 -0.676180 0.245807 0.636804 0.277201 0.0009702447 -0.0000836731 0.0008704498 0.0023581429 0.0009534743 0.0039080993 429595.2369826756 348754.8186278613 -110729.5183324165 306903.6868651907 -21495.8830019640 312732.2015212905
1403638221.59503 15652.577286 -20027.987764 -20067.570369 -0.675928 0.246299 0.637140 0.276606 0.0009693177 -0.0000815891 0.0008708631 0.0023620476 0.0009532447 0.0039113203 430893.0951880587 349935.5745950292 -110984.6073335299 307901.6594569415 -21786.3687234440 313724.8329548974
1403638221.64503 15671.775089 -20052.649618 -20105.759551 -0.675818 0.245998 0.637219 0.276960 0.0009694587 -0.0000823356 0.0008700321 0.0023661613 0.0009557161 0.0039132697 432193.9927179955 351119.4205117660 -111239.7852765439 308902.5556911727 -22078.2892836252 314719.4809070773
1403638221.69503 15690.979953 -20077.316497 -20143.995910 -0.676093 0.247309 0.636662 0.276402 0.0009644778 -0.0000809378 0.0008640164 0.0023724976 0.0009569623 0.0039181409 433497.9595207378 352306.3943976446 -111495.0466311275 309906.4116671301 -22371.6642931535 315716.1626906309
1403638221.74503 15710.192131 -20101.988539 -20182.280173 -0.676260 0.248811 0.636239 0.275619 0.0009596090 -0.0000785339 0.0008589157 0.0023788134 0.0009575452 0.0039229371 434805.0291322623 353496.5413421186 -111750.3827546165 310913.2702984090 -22666.5171118119 316714.8938859984
1403638221.79503 15729.412283 -20126.666268 -20220.612858 -0.675967 0.250025 0.636042 0.275692 0.0009574848 -0.0000754967 0.0008571709 0.0023867414 0.0009606548 0.0039233971 436115.2400663329 354689.9056029152 -112005.7929071021 311923.1758842409 -22962.8611550891 317715.7169142230
1403638221.84503 15748.640093 -20151.349562 -20258.994882 -0.675854 0.249333 0.636116 0.276423 0.0009584781 -0.0000773128 0.0008565642 0.0023907649 0.0009640281 0.0039246496 437428.6297934219 355886.5379772391 -112261.2653552077 312936.1698297107 -23260.7389493619 318718.6286581757
1403638221.89503 15767.875899 -20176.038555 -20297.426802 -0.676990 0.247905 0.635047 0.277387 0.0009554552 -0.0000859509 0.0008456714 0.0023929243 0.0009682137 0.0039317973 438745.2233724050 357086.4723221320 -112516.7927404808 313952.2880111936 -23560.1635641155 319723.6427464382
1403638221.94503 15787.120052 -20200.733612 -20335.908084 -0.678073 0.245435 0.634180 0.278917 0.0009549438 -0.0000968411 0.0008363200 0.0023934125 0.0009731579 0.0039381196 440065.0251453761 358289.7040140303 -112772.3841050045 314971.5315867210 -23861.1250250380 320730.7903195153
1403638221.99503 15806.372279 -20225.434218 -20374.438480 -0.678411 0.243564 0.633979 0.280188 0.0009564921 -0.0001032708 0.0008329444 0.0023951248 0.0009773979 0.0039411676 441388.0139646955 359496.2145124633 -113028.0302254205 315993.8915399383 -24163.6156544140 321740.0388082083
1403638222.04503 15825.632631 -20250.140334 -20413.018500 -0.678214 0.241096 0.634519 0.281574 0.0009616067 -0.0001086190 0.0008353849 0.0023954229 0.0009810754 0.0039420599 442714.2065127578 360706.0269567989 -113283.7236598747 317019.3924983230 -24467.6484749075 322751.3857915437
1403638222.09503 15844.900738 -20274.851204 -20451.646035 -0.677089 0.238226 0.635973 0.283438 0.0009716580 -0.0001111892 0.0008461653 0.0023960656 0.0009856198 0.0039376519 444043.5220501604 361919.0457733570 -113539.4666083581 318047.9630757928 -24773.1676401435 323764.7901453711
1403638222.14503 15864.176256 -20299.566664 -20490.320242 -0.674426 0.236512 0.638812 0.284833 0.0009861295 -0.0001046754 0.0008692824 0.0023995777 0.0009890193 0.0039259166 445375.9297643474 363135.2231790922 -113795.2683101274 319079.5639392187 -25080.1505894388 324780.2335919663
1403638222.19503 15883.459009 -20324.286750 -20529.040982 -0.671971 0.234399 0.641543 0.286242 0.0010007784 -0.0000997857 0.0008909006 0.0024018555 0.0009921647 0.0039151899 446711.4323972288 364354.5557107544 -114051.1325567864 320114.1923258256 -25388.6006840702 325797.7169577552
1403638222.24503 15902.748867 -20349.010955 -20567.808250 -0.669180 0.233305 0.644428 0.287193 0.0010150413 -0.0000912104 0.0009141074 0.0024061925 0.0009945280 0.0039027444 448050.0155891564 365577.0377370961 -114307.0455320946 321151.8518297731 -25698.5144091455 326817.2100866265
1403638222.29503 15922.045734 -20373.739306 -20606.622444 -0.666549 0.232099 0.647193 0.288070 0.0010290636 -0.0000834794 0.0009359127 0.0024099374 0.0009965491 0.0038910878 449391.6944687807 366802.6851008272 -114563.0051023474 322192.5573931866 -26009.9047396213 327838.7107870737
1403638222.34503 15941.349180 -20398.471568 -20645.483252 -0.663846 0.230970 0.649840 0.289256 0.0010435247 -0.0000755651 0.0009573371 0.0024148470 0.0009997261 0.0038777808 450736.4637324237 368031.4894830880 -114819.0106656437 323236.3013242641 -26322.7783623564 328862.2063470724
1403638222.39503 15960.659133 -20423.207752 -20684.391085 -0.661681 0.229993 0.652112 0.289882 0.0010552151 -0.0000691872 0.0009746240 0.0024184614 0.0010012831 0.0038685006 452084.3384172490 369263.4675645120 -115075.0591548259 324283.0998970781 -26637.1481389949 329887.6939231306
1403638222.44503 15979.975586 -20447.947527 -20723.345830 -0.659300 0.228740 0.654420 0.291093 0.0010687402 -0.0000628831 0.0009929211 0.0024229939 0.0010045956 0.0038564320 453435.3075704465 370498.6141082616 -115331.1408443525 325332.9568707727 -26953.0084510418 330915.1558604835
1403638222.49503 15999.298538 -20472.691064 -20762.347936 -0.657784 0.227750 0.655886 0.292001 0.0010774078 -0.0000594599 0.0010038749 0.0024271711 0.0010076206 0.0038495437 454789.3979094407 371736.9580402801 -115587.2544685020 326385.8976888377 -27270.3798831593 331944.6042775072
1403638222.54503 16018.627995 -20497.438507 -20801.397921 -0.658311 0.228406 0.655217 0.291799 0.0010719951 -0.0000606103 0.0009969740 0.0024324963 0.0010094632 0.0038555868 456146.6332700509 372978.5247789565 -115843.3983871218 327441.9456317187 -27589.2797389040 332976.0458376485
1403638222.59503 16037.963732 -20522.189444 -20840.495570 -0.660654 0.229379 0.652692 0.291401 0.0010567765 -0.0000686756 0.0009745007 0.0024375620 0.0010121192 0.0038717404 457507.0047334601 374223.3116378174 -116099.5625686119 328501.1038619676 -27909.7110417082 334009.4613557471
1403638222.64503 16057.306067 -20546.944131 -20879.640622 -0.662964 0.231852 0.650065 0.290067 0.0010388041 -0.0000730442 0.0009510793 0.0024446649 0.0010127086 0.0038886726 458870.5158174791 375471.3164693284 -116355.7519526352 329563.3763587157 -28231.6647954748 335044.8708384638
1403638222.69503 16076.655034 -20571.702872 -20918.832941 -0.664602 0.233273 0.648193 0.289368 0.0010266526 -0.0000771281 0.0009338170 0.0024505953 0.0010142143 0.0039010115 460237.1801252058 376722.5444764126 -116611.9749132758 330628.7676061639 -28555.1461955834 336082.2954228762
1403638222.74503 16096.010816 -20596.465774 -20958.072441 -0.665855 0.232981 0.646985 0.289426 0.0010201812 -0.0000835178 0.0009214535 0.0024534664 0.0010165377 0.0039107662 461607.0048917556 377977.0026056622 -116868.2311318040 331697.2888077977 -28880.1555644718 337121.7475306001
1403638222.79503 16115.373735 -20621.232835 -20997.359388 -0.666223 0.233227 0.646495 0.289475 0.0010168137 -0.0000850855 0.0009158690 0.0024583392 0.0010188092 0.0039154400 462980.0005060133 379234.7088058483 -117124.5123363480 332768.9644481003 -29206.6947308307 338163.2321371675
1403638222.84503 16134.743654 -20646.003836 -21036.693950 -0.667640 0.233220 0.645015 0.289518 0.0010091331 -0.0000916996 0.0009014384 0.0024619920 0.0010214131 0.0039256663 464356.1780283217 380495.6830268358 -117380.8085295332 333843.8156451831 -29534.7804812852 339206.7436430050
1403638222.89503 16154.120868 -20670.778841 -21076.076755 -0.671471 0.234773 0.640877 0.288590 0.0009874296 -0.0001050922 0.0008640289 0.0024668864 0.0010233818 0.0039487373 465735.5621836228 381759.9605983576 -117637.1096935521 334921.8804454188 -29864.4272593570 340252.2902598003
1403638222.94503 16173.505477 -20695.558155 -21115.506812 -0.674328 0.237299 0.637518 0.287301 0.0009686792 -0.0001121467 0.0008336268 0.0024743160 0.0010245281 0.0039664066 467118.1390956793 383027.5085624575 -117893.4325043973 336003.1322174372 -30195.6134544631 341299.8949864671
1403638222.99503 16192.897646 -20720.342190 -21154.984281 -0.674595 0.237919 0.636968 0.287381 0.0009653300 -0.0001127378 0.0008279608 0.0024805606 0.0010272456 0.0039699061 468503.9363230122 384298.3502830887 -118149.7832235486 337087.5915927392 -30528.3532124757 342349.5888554776
1403638223.04503 16212.297841 -20745.131211 -21194.510870 -0.673253 0.237286 0.638224 0.288263 0.0009714865 -0.0001093335 0.0008380742 0.0024856897 0.0010306734 0.0039650167 469893.0220816560 385572.5782017256 -118406.1433274471 338175.3451568778 -30862.6951354126 343401.3964559230
1403638223.09503 16231.706497 -20769.925356 -21234.086762 -0.670665 0.235016 0.641033 0.289917 0.0009865913 -0.0001042177 0.0008611202 0.0024882616 0.0010344943 0.0039537046 471285.4228738569 386850.2312478232 -118662.5035687488 339266.4351403636 -31198.6545190132 344455.3468882425
1403638223.14503 16251.123695 -20794.724954 -21273.711085 -0.666261 0.231946 0.645789 0.291982 0.0010119626 -0.0000929648 0.0009006873 0.0024902441 0.0010380514 0.0039326456 472681.1253704908 388131.2755585099 -118918.8816212378 340360.8336256187 -31536.2093896213 345511.4605216571
1403638223.19503 16270.548318 -20819.528825 -21313.383887 -0.658765 0.230318 0.653204 0.293779 0.0010501156 -0.0000651797 0.0009639621 0.0024974542 0.0010400219 0.0038934674 474080.0907787821 389415.6777554483 -119175.2585537485 341458.5144346624 -31875.3611267453 346569.6432894979
1403638223.24503 16289.979935 -20844.336670 -21353.105099 -0.651266 0.230185 0.660361 0.294601 0.0010873808 -0.0000338922 0.0010241763 0.0025064235 0.0010390200 0.0038532937 475482.3110273650 390703.4270724226 -119431.6316011837 342559.4694910520 -32216.1132929570 347629.8695494790
1403638223.29503 16309.418276 -20869.148325 -21392.875294 -0.646360 0.229589 0.664898 0.295665 0.0011135246 -0.0000151458 0.0010615887 0.0025136123 0.0010399617 0.0038259167 476887.8003489710 391994.5417622716 -119687.9935868422 343663.7164641114 -32558.4841557725 348692.1211096278
1403638223.34503 16328.862737 -20893.963485 -21432.694190 -0.645949 0.230625 0.665182 0.295119 0.0011122160 -0.0000111927 0.0010625443 0.0025194578 0.0010400399 0.0038273010 478296.5520887749 393289.0106945635 -119944.3442377076 344771.2439222107 -32902.4836339145 349756.3764302438
1403638223.39503 16348.313208 -20918.782149 -21472.560503 -0.645575 0.232953 0.665197 0.294073 0.0011079566 -0.0000043548 0.0010619743 0.0025277641 0.0010393437 0.0038291926 479708.5253460892 394586.7703470120 -120200.6993264785 345881.9997827663 -33248.0729938758 350822.6307173811
1403638223.44503 16367.769521 -20943.604377 -21512.474493 -0.645114 0.238575 0.664795 0.291476 0.0010973119 0.0000109135 0.0010592741 0.0025413768 0.0010355748 0.0038321918 481123.7371970761 395887.8364024744 -120457.0590572679 346995.9977752089 -33595.2685292968 351890.8859455267
1403638223.49503 16387.231666 -20968.430543 -21552.436236 -0.644439 0.245473 0.664343 0.288253 0.0010854464 0.0000304424 0.0010567370 0.0025566270 0.0010304930 0.0038348150 482542.2109741177 397192.2241315998 -120713.4324972463 348113.2494472198 -33944.0843926456 352961.1670961791
1403638223.54503 16406.699290 -20993.261159 -21592.445810 -0.644156 0.249085 0.664027 0.286509 0.0010783763 0.0000403694 0.0010538681 0.0025662387 0.0010285349 0.0038383155 483963.9715545361 398499.9379271934 -120969.8401189685 349233.7493991768 -34294.5386971378 354033.4961492486
1403638223.59503 16426.172332 -21018.096149 -21632.503235 -0.645205 0.247428 0.663196 0.287507 0.0010746405 0.0000312183 0.0010447693 0.0025684853 0.0010334344 0.0038458668 485389.0313587373 399810.9951979156 -121226.2764036723 350357.5163407067 -34646.6460094855 355107.8778624220
1403638223.64503 16445.650869 -21042.935496 -21672.608796 -0.647810 0.242087 0.661543 0.289994 0.0010702432 0.0000062824 0.0010266396 0.0025636978 0.0010420737 0.0038611400 486817.4013371260 401125.4099888867 -121482.7363027478 351484.5679956164 -35000.4128754473 356184.3106927350
1403638223.69503 16465.135271 -21067.778823 -21712.762106 -0.649707 0.236493 0.660458 0.292826 0.0010705441 -0.0000164186 0.0010137007 0.0025587491 0.0010508664 0.0038718864 488249.0597957429 402443.1707234980 -121739.2051723047 352614.9098447462 -35355.8173624165 357262.7815608456
1403638223.74503 16484.625763 -21092.625931 -21752.963470 -0.651761 0.229765 0.659309 0.296189 0.0010728422 -0.0000425909 0.0009998576 0.0025511262 0.0010606148 0.0038833136 489684.0153004444 403764.2988806887 -121995.6682380058 353748.5710571955 -35712.8652722129 358343.2850025330
1403638223.79503 16504.122713 -21117.476770 -21793.212461 -0.652527 0.224604 0.659196 0.298701 0.0010787553 -0.0000590513 0.0009953545 0.0025458693 0.0010675861 0.0038887580 491122.2532771354 405088.7797043559 -122252.1224067380 354885.5497355151 -36071.5348434406 359425.8237489955
1403638223.84503 16523.626425 -21142.330864 -21833.509329 -0.653082 0.220933 0.658893 0.300887 0.0010826294 -0.0000712913 0.0009905266 0.0025443108 0.0010744810 0.0038925344 492563.7781794763 406416.6424937683 -122508.5409098526 356025.8869632495 -36431.8333210131 360510.3856113062
1403638223.89503 16543.136886 -21167.188224 -21873.853958 -0.653149 0.218061 0.659033 0.302524 0.0010872976 -0.0000792379 0.0009894747 0.0025438303 0.0010797641 0.0038944325 494008.5882549206 407747.8807736587 -122764.9252809815 357169.5809879357 -36793.7564463048 361596.9684601931
1403638223.94503 16562.653984 -21192.048387 -21914.246932 -0.653996 0.214944 0.658426 0.304242 0.0010886819 -0.0000912480 0.0009819128 0.0025422210 0.0010856039 0.0039007408 495456.6910186397 409082.5183667490 -123021.2549137937 358316.6616439402 -37157.3190761459 362685.5422312674
1403638223.99503 16582.177727 -21216.911420 -21954.687266 -0.653200 0.213300 0.659231 0.305363 0.0010949945 -0.0000923902 0.0009871215 0.0025446538 0.0010895918 0.0038980792 496908.0616148113 410420.5150603655 -123277.5412207081 359467.0971809652 -37522.4953174657 363776.1132024595
1403638224.04503 16601.708340 -21241.777446 -21995.175393 -0.650966 0.211177 0.661428 0.306856 0.0011095893 -0.0000883130 0.0010042812 0.0025474621 0.0010938358 0.0038867286 498362.7213084956 411761.8971928421 -123533.7788840197 360620.9166580135 -37889.2963087255 364868.6917428575
1403638224.09503 16621.245599 -21266.645996 -22035.710840 -0.647193 0.210269 0.664868 0.308022 0.0011295372 -0.0000746144 0.0010327140 0.0025543772 0.0010969355 0.0038658732 499820.6498758211 413106.6489092723 -123789.9581133394 361778.1133399067 -38257.7155586021 365963.2534501203
1403638224.14503 16640.789322 -21291.516958 -22076.294025 -0.642330 0.208526 0.669344 0.309688 0.0011576182 -0.0000581401 0.0010694403 0.0025606918 0.0011004274 0.0038374122 501281.8587106431 414454.7838315026 -124046.0734470050 362938.7020538803 -38627.7660147422 367059.7842611516
1403638224.19503 16660.339349 -21316.390130 -22116.925778 -0.637732 0.206974 0.673641 0.310914 0.0011846503 -0.0000421392 0.0011037088 0.0025661903 0.0011024364 0.0038107310 502746.3744007103 415806.3416096597 -124302.1098804038 364102.7221713954 -38999.4769635741 368158.2690650166
1403638224.24503 16679.895913 -21341.265328 -22157.607262 -0.636327 0.206880 0.674803 0.311334 0.0011911079 -0.0000368086 0.0011122042 0.0025721988 0.0011045634 0.0038040661 504214.2359634044 417161.3862864976 -124558.0423363923 365270.2407976469 -39372.8819437375 369258.7029449634
1403638224.29503 16699.458828 -21366.142731 -22198.338399 -0.636831 0.207159 0.674197 0.311432 0.0011861334 -0.0000389710 0.0011060045 0.0025773344 0.0011071254 0.0038097093 505685.4497383242 418519.9126427126 -124813.8799487879 366441.2523266094 -39747.9844713534 370361.0901389746
1403638224.34503 16719.028031 -21391.022076 -22239.118777 -0.639783 0.209137 0.671313 0.310289 0.0011641226 -0.0000476470 0.0010807472 0.0025828824 0.0011079639 0.0038320275 507160.0062321188 419881.9147389631 -125069.6156536228 367615.7587004292 -40124.7816909623 371465.4228989187
1403638224.39503 16738.603356 -21415.903333 -22279.947329 -0.641161 0.213320 0.669830 0.307791 0.0011461824 -0.0000435402 0.0010672992 0.0025925842 0.0011042976 0.0038461908 508637.8687727792 421247.3355486368 -125325.2634079446 368793.7119858157 -40503.2400824453 372571.6923101473
1403638224.44503 16758.184905 -21440.786920 -22320.824068 -0.642293 0.218851 0.668188 0.305106 0.0011267454 -0.0000352870 0.0010536889 0.0026062777 0.0011008597 0.0038579079 510119.0606000821 422616.1905525047 -125580.8324960967 369975.1256604784 -40883.3711603322 373679.9295713602
1403638224.49503 16777.772616 -21465.673283 -22361.749559 -0.645740 0.222708 0.664501 0.303082 0.0010990078 -0.0000415483 0.0010216369 0.0026153543 0.0011005907 0.0038826285 511603.6257060815 423988.5196884991 -125836.3295605508 371160.0317114540 -41265.2082431103 374790.1638842127
1403638224.54503 16797.366837 -21490.562987 -22402.723620 -0.648876 0.223110 0.661436 0.302795 0.0010808434 -0.0000552938 0.0009934500 0.0026185415 0.0011037349 0.0039037421 513091.5821778097 425364.3294596242 -126091.7680835474 372348.4375838339 -41648.7501376618 375902.4375907782
1403638224.59503 16816.967470 -21515.455580 -22443.745219 -0.648887 0.222472 0.661287 0.303566 0.0010808546 -0.0000579142 0.0009910224 0.0026230393 0.0011076339 0.0039054126 514582.8909746075 426743.5792678061 -126347.1431060260 373540.3165927912 -42033.9701247411 377016.7300739094
